id,citation_id
10.1145/3287560.3287563,10.1073/pnas.2204781120
10.1145/3287560.3287563,10.1016/j.ijhcs.2022.102954
10.1145/3287560.3287563,10.1016/j.childyouth.2022.106777
10.1145/3287560.3287563,10.1093/jopart/muac007
10.1145/3287560.3287563,10.1007/978-981-99-2385-4_15
10.1145/3287560.3287563,10.15388/Teise.2022.125.9
10.1145/3287560.3287563,10.1109/BigData55660.2022.10020415
10.1145/3287560.3287563,10.3389/fcomp.2022.1045704
10.1145/3287560.3287563,10.1016/j.plas.2022.100068
10.1145/3287560.3287563,10.1007/s13347-022-00584-6
10.1145/3287560.3287563,10.1007/s10618-022-00854-z
10.1145/3287560.3287563,10.1145/3526113.3545681
10.1145/3287560.3287563,10.1145/3547522.3547678
10.1145/3287560.3287563,10.1002/asi.24651
10.1145/3287560.3287563,10.1145/3519420
10.1145/3287560.3287563,10.1007/s10676-022-09647-w
10.1145/3287560.3287563,10.3389/fpubh.2022.876949
10.1145/3287560.3287563,10.1145/3514094.3534158
10.1145/3287560.3287563,10.1007/s00146-022-01494-z
10.1145/3287560.3287563,10.1002/aaai.12058
10.1145/3287560.3287563,10.1145/3531146.3534626
10.1145/3287560.3287563,10.1145/3531146.3533223
10.1145/3287560.3287563,10.3389/fcomp.2022.873437
10.1145/3287560.3287563,10.1007/s42001-021-00122-y
10.1145/3287560.3287563,10.1145/3491102.3517587
10.1145/3287560.3287563,10.1145/3491102.3501999
10.1145/3287560.3287563,10.1145/3491102.3501831
10.1145/3287560.3287563,10.1145/3490099.3511163
10.1145/3287560.3287563,10.1145/3490099.3511121
10.1145/3287560.3287563,10.1007/s10676-022-09622-5
10.1145/3287560.3287563,10.1007/s10639-021-10661-6
10.1145/3287560.3287563,10.1007/s43681-021-00117-5
10.1145/3287560.3287563,10.22367/jem.2022.44.18
10.1145/3287560.3287563,10.1177/20539517221089305
10.1145/3287560.3287563,10.1007/978-3-031-22953-4_9
10.1145/3287560.3287563,10.1007/978-3-031-05434-1_5
10.1145/3287560.3287563,10.1145/3479572
10.1145/3287560.3287563,10.1145/3479562
10.1145/3287560.3287563,10.1145/3479552
10.1145/3287560.3287563,10.1145/3465416.3483286
10.1145/3287560.3287563,10.1613/jair.1.12590
10.1145/3287560.3287563,10.1111/puar.13293
10.1145/3287560.3287563,10.1109/RO-MAN50785.2021.9515428
10.1145/3287560.3287563,10.1111/phc3.12760
10.1145/3287560.3287563,10.1145/3461702.3462602
10.1145/3287560.3287563,10.1145/3461702.3462521
10.1145/3287560.3287563,10.1145/3461702.3462516
10.1145/3287560.3287563,10.1145/3461778.3462084
10.1145/3287560.3287563,10.1007/s41060-021-00259-z
10.1145/3287560.3287563,10.5555/3463952.3464057
10.1145/3287560.3287563,10.1111/lapo.12164
10.1145/3287560.3287563,10.1145/3442188.3445912
10.1145/3287560.3287563,10.1007/s00146-021-01154-8
10.1145/3287560.3287563,10.1038/s41398-021-01224-x
10.1145/3287560.3287563,10.1007/978-3-030-81907-1_8
10.1145/3287560.3287563,10.1007/978-3-030-77772-2_18
10.1145/3287560.3287563,10.1145/3340531.3412705
10.1145/3287560.3287563,10.5555/3524938.3525594
10.1145/3287560.3287563,10.1145/3340631.3395384
10.1145/3287560.3287563,10.1145/3394231.3397922
10.1145/3287560.3287563,10.1007/s10506-020-09268-y
10.1145/3287560.3287563,10.1145/3334480.3375158
10.1145/3287560.3287563,10.1145/3313831.3376873
10.1145/3287560.3287563,10.1145/3313831.3376638
10.1145/3287560.3287563,10.1145/3313831.3376257
10.1145/3287560.3287563,10.1145/3377325.3377498
10.1145/3287560.3287563,10.1126/sciadv.aaz0652
10.1145/3287560.3287563,10.1145/3375627.3375869
10.1145/3287560.3287563,10.1145/3351095.3372874
10.1145/3287560.3287563,10.1145/3351095.3372873
10.1145/3287560.3287563,10.1145/3351095.3372869
10.1145/3287560.3287563,10.1145/3351095.3372840
10.1145/3287560.3287563,10.5555/3454287.3454293
10.1145/3287560.3287563,10.1145/3359301
10.1145/3287560.3287563,10.1145/3359280
10.1145/3287560.3287563,10.1145/3359221
10.1145/3287560.3287563,10.1145/3359152
10.1145/3287560.3287563,10.1145/3359130
10.1145/3287560.3287563,10.1007/978-3-030-29390-1_71
10.1145/3287560.3287563,10.1145/3322640.3326705
10.1145/3287560.3287563,10.1145/3308560.3317595
10.1145/3287560.3287563,10.2139/ssrn.4191159
10.1145/3287560.3287563,10.2139/ssrn.4148057
10.1145/3287560.3287563,10.2139/ssrn.4118650
10.1145/3287560.3287563,10.2139/ssrn.4066781
10.1145/3287560.3287563,10.2139/ssrn.4050125
10.1145/3287560.3287563,10.2139/ssrn.3921216
10.1145/3287560.3287563,10.2139/ssrn.3883649
10.1145/3287560.3287563,10.2139/ssrn.3737821
10.1145/3287560.3287563,10.2139/ssrn.3662302
10.1145/3287560.3287592,10.1007/978-981-99-3814-8_17
10.1145/3287560.3287592,10.1007/978-3-031-43567-6_12
10.1145/3287560.3287592,10.1145/3597199
10.1145/3287560.3287592,10.1080/09540091.2023.2184310
10.1145/3287560.3287592,10.1016/j.ins.2023.119521
10.1145/3287560.3287592,10.1007/s13042-023-01870-1
10.1145/3287560.3287592,10.1109/RE57278.2023.00061
10.1145/3287560.3287592,10.1109/TEVC.2022.3209544
10.1145/3287560.3287592,10.1145/3547333
10.1145/3287560.3287592,10.5555/3618408.3618616
10.1145/3287560.3287592,10.1177/17456916231180099
10.1145/3287560.3287592,10.1109/ICCCNT56998.2023.10307520
10.1145/3287560.3287592,10.1002/widm.1498
10.1145/3287560.3287592,10.1145/3593013.3594106
10.1145/3287560.3287592,10.1145/3593013.3593979
10.1145/3287560.3287592,10.1145/3576842.3582371
10.1145/3287560.3287592,10.1145/3551390
10.1145/3287560.3287592,10.1145/3543507.3583307
10.1145/3287560.3287592,10.1007/978-3-031-30545-0_1
10.1145/3287560.3287592,10.1007/978-3-031-30826-0_5
10.1145/3287560.3287592,10.1145/3576840.3578332
10.1145/3287560.3287592,10.1016/B978-0-323-85713-0.00017-7
10.1145/3287560.3287592,10.1007/978-3-031-23618-1_27
10.1145/3287560.3287592,10.1145/3540250.3549103
10.1145/3287560.3287592,10.1007/s10618-022-00854-z
10.1145/3287560.3287592,10.1145/3550355.3552401
10.1145/3287560.3287592,10.3389/fdata.2022.1021621
10.1145/3287560.3287592,10.4018/978-1-7998-9220-5.ch101
10.1145/3287560.3287592,10.14778/3565816.3565832
10.1145/3287560.3287592,10.1109/VIS54862.2022.00018
10.1145/3287560.3287592,10.1145/3519420
10.1145/3287560.3287592,10.1145/3457607
10.1145/3287560.3287592,10.3390/su14148416
10.1145/3287560.3287592,10.1145/3511047.3538031
10.1145/3287560.3287592,10.1145/3531146.3533242
10.1145/3287560.3287592,10.1145/3531146.3533179
10.1145/3287560.3287592,10.1145/3531146.3533172
10.1145/3287560.3287592,10.1145/3531146.3533114
10.1145/3287560.3287592,10.1109/SDS54800.2022.00011
10.1145/3287560.3287592,10.1002/widm.1452
10.1145/3287560.3287592,10.1038/s41598-022-07939-1
10.1145/3287560.3287592,10.1109/ACCESS.2022.3178382
10.1145/3287560.3287592,10.1007/978-3-031-18840-4_20
10.1145/3287560.3287592,10.1007/978-1-0716-2197-4_18
10.1145/3287560.3287592,10.1145/3462244.3479943
10.1145/3287560.3287592,10.1038/s42256-021-00396-x
10.1145/3287560.3287592,10.23919/EUSIPCO54536.2021.9615933
10.1145/3287560.3287592,10.1145/3468264.3468565
10.1145/3287560.3287592,10.1145/3447548.3467225
10.1145/3287560.3287592,10.1145/3461702.3462611
10.1145/3287560.3287592,10.1145/3461702.3462523
10.1145/3287560.3287592,10.1055/s-0041-1731784
10.1145/3287560.3287592,10.1145/3406325.3451064
10.1145/3287560.3287592,10.1145/3448016.3452787
10.1145/3287560.3287592,10.1109/CVPR46437.2021.00342
10.1145/3287560.3287592,10.1109/ICSE43902.2021.00129
10.1145/3287560.3287592,10.1145/3450439.3451878
10.1145/3287560.3287592,10.1145/3442188.3445934
10.1145/3287560.3287592,10.1145/3442188.3445919
10.1145/3287560.3287592,10.1146/annurev-criminol-051520-012342
10.1145/3287560.3287592,10.1109/ACCESS.2021.3114099
10.1145/3287560.3287592,10.1007/978-3-030-74697-1_15
10.1145/3287560.3287592,10.1145/3411501.3419419
10.1145/3287560.3287592,10.1111/1745-9133.12500
10.1145/3287560.3287592,10.1145/3394486.3411068
10.1145/3287560.3287592,10.14778/3415478.3415566
10.1145/3287560.3287592,10.14778/3407790.3407821
10.1145/3287560.3287592,10.1145/3340631.3394846
10.1145/3287560.3287592,10.1145/3357236.3395528
10.1145/3287560.3287592,10.1145/3313831.3376783
10.1145/3287560.3287592,10.1145/3376898
10.1145/3287560.3287592,10.1145/3351095.3372845
10.1145/3287560.3287592,10.5555/3454287.3455027
10.1145/3287560.3287592,10.5555/3367471.3367498
10.1145/3287560.3287592,10.1145/3314183.3323845
10.1145/3287560.3287592,10.1007/978-3-030-02272-3_6
10.1145/3287560.3287592,10.2139/ssrn.4072912
10.1145/3287560.3287592,10.2139/ssrn.3554829
10.1145/3287560.3287568,10.1145/3593013.3593974
10.1145/3287560.3287568,10.1109/ICECOCS55148.2022.9983332
10.1145/3287560.3287568,10.1145/3551624.3555294
10.1145/3287560.3287568,10.1016/j.cviu.2022.103552
10.1145/3287560.3287568,10.1145/3531146.3533080
10.1145/3287560.3287568,10.1145/3461702.3462567
10.1145/3287560.3287568,10.1145/3442188.3445901
10.1145/3287560.3287568,10.1145/3386392.3399567
10.1145/3287560.3287572,10.1093/oxfordhb/9780192868282.013.49
10.1145/3287560.3287572,10.1007/s10676-023-09742-6
10.1145/3287560.3287572,10.1007/s13042-023-02083-2
10.1145/3287560.3287572,10.1007/978-3-031-50485-3_8
10.1145/3287560.3287572,10.1145/3588433
10.1145/3287560.3287572,10.1007/s10458-023-09619-4
10.1145/3287560.3287572,10.1016/j.datak.2023.102235
10.1145/3287560.3287572,10.1145/3617023.3617043
10.1145/3287560.3287572,10.3389/fdata.2023.1245198
10.1145/3287560.3287572,10.1145/3610219
10.1145/3287560.3287572,10.1007/s10618-022-00910-8
10.1145/3287560.3287572,10.1145/3600211.3604690
10.1145/3287560.3287572,10.5555/3618408.3619989
10.1145/3287560.3287572,10.5555/3618408.3619739
10.1145/3287560.3287572,10.5555/3618408.3619652
10.1145/3287560.3287572,10.1109/CSCloud-EdgeCom58631.2023.00040
10.1145/3287560.3287572,10.1145/3593013.3594095
10.1145/3287560.3287572,10.1145/3593013.3594090
10.1145/3287560.3287572,10.1145/3593013.3594036
10.1145/3287560.3287572,10.1145/3593013.3593982
10.1145/3287560.3287572,10.1007/s42979-023-01733-0
10.1145/3287560.3287572,10.1109/TPAMI.2022.3225162
10.1145/3287560.3287572,10.1162/tacl_a_00558
10.1145/3287560.3287572,10.1145/3608298.3608339
10.1145/3287560.3287572,10.1145/3543507.3583280
10.1145/3287560.3287572,10.1145/3544548.3581227
10.1145/3287560.3287572,10.1145/3544548.3580863
10.1145/3287560.3287572,10.3390/a16030174
10.1145/3287560.3287572,10.1109/SaTML54575.2023.00039
10.1145/3287560.3287572,10.1007/s43681-022-00163-7
10.1145/3287560.3287572,10.1007/978-3-031-43085-5_11
10.1145/3287560.3287572,10.1007/978-3-031-42286-7_3
10.1145/3287560.3287572,10.1007/978-3-031-30047-9_20
10.1145/3287560.3287572,10.1007/978-3-031-26438-2_18
10.1145/3287560.3287572,10.4000/statsoc.565
10.1145/3287560.3287572,10.1162/coli_a_00459
10.1145/3287560.3287572,10.1109/ISTAS55053.2022.10227106
10.1145/3287560.3287572,10.1007/s10618-022-00861-0
10.1145/3287560.3287572,10.1007/s10618-022-00854-z
10.1145/3287560.3287572,10.1145/3524887
10.1145/3287560.3287572,10.1162/tacl_a_00512
10.1145/3287560.3287572,10.3389/frai.2022.976838
10.1145/3287560.3287572,10.1111/poms.13839
10.1145/3287560.3287572,10.1145/3514094.3534189
10.1145/3287560.3287572,10.1145/3514094.3534162
10.1145/3287560.3287572,10.1145/3514094.3534128
10.1145/3287560.3287572,10.1145/3511047.3536400
10.1145/3287560.3287572,10.14778/3551793.3551797
10.1145/3287560.3287572,10.1145/3531146.3534626
10.1145/3287560.3287572,10.1145/3531146.3533205
10.1145/3287560.3287572,10.1145/3531146.3533203
10.1145/3287560.3287572,10.1145/3531146.3533129
10.1145/3287560.3287572,10.21205/deufmd.2022247109
10.1145/3287560.3287572,10.1016/j.ipm.2022.102925
10.1145/3287560.3287572,10.1017/S1351324922000122
10.1145/3287560.3287572,10.1145/3490099.3511112
10.1145/3287560.3287572,10.1007/978-3-031-16564-1_10
10.1145/3287560.3287572,10.1162/tacl_a_00440
10.1145/3287560.3287572,10.1007/s10791-021-09399-z
10.1145/3287560.3287572,10.1109/ICDM51629.2021.00195
10.1145/3287560.3287572,10.1038/s41591-021-01595-0
10.1145/3287560.3287572,10.1111/rec3.12422
10.1145/3287560.3287572,10.1145/3465055
10.1145/3287560.3287572,10.1145/3479552
10.1145/3287560.3287572,10.1145/3465416.3483305
10.1145/3287560.3287572,10.1109/ICCV48922.2021.01473
10.1145/3287560.3287572,10.1016/j.ipm.2021.102666
10.1145/3287560.3287572,10.1145/3465336.3475118
10.1145/3287560.3287572,10.1145/3461702.3462536
10.1145/3287560.3287572,10.1145/3404835.3462949
10.1145/3287560.3287572,10.1145/3411763.3451587
10.1145/3287560.3287572,10.3390/app11073184
10.1145/3287560.3287572,10.1136/bmjhci-2020-100289
10.1145/3287560.3287572,10.1145/3442188.3445932
10.1145/3287560.3287572,10.1145/3442188.3445879
10.1145/3287560.3287572,10.1007/978-3-030-81854-8_6
10.1145/3287560.3287572,10.1287/educ.2020.0215
10.1145/3287560.3287572,10.1146/annurev-lawsocsci-060220-081955
10.1145/3287560.3287572,10.1109/CVPRW50498.2020.00022
10.1145/3287560.3287572,10.1145/3313831.3376315
10.1145/3287560.3287572,10.1073/pnas.1915768117
10.1145/3287560.3287572,10.1145/3368555.3384448
10.1145/3287560.3287572,10.1145/3386296.3386305
10.1145/3287560.3287572,10.1145/3351095.3372861
10.1145/3287560.3287572,10.1109/ACCESS.2020.2981912
10.1145/3287560.3287572,10.1007/978-3-030-62365-4_38
10.1145/3287560.3287572,10.1145/3458553.3458556
10.1145/3287560.3287572,10.1126/science.aax2342
10.1145/3287560.3287572,10.2139/ssrn.3444283
10.1145/3287560.3287572,10.1145/3649883
10.1145/3287560.3287570,10.1007/s11257-023-09364-z
10.1145/3287560.3287570,10.1145/3604558
10.1145/3287560.3287570,10.1145/3610302
10.1145/3287560.3287570,10.1145/3616865
10.1145/3287560.3287570,10.5555/3618408.3618520
10.1145/3287560.3287570,10.1016/j.tcs.2023.114080
10.1145/3287560.3287570,10.1016/j.ejor.2022.10.013
10.1145/3287560.3287570,10.1145/3527850
10.1145/3287560.3287570,10.1145/3527152
10.1145/3287560.3287570,10.1007/978-3-031-09016-5_1
10.1145/3287560.3287570,10.1145/3555646
10.1145/3287560.3287570,10.1007/s10618-022-00854-z
10.1145/3287560.3287570,10.1145/3511097
10.1145/3287560.3287570,10.1145/3510830
10.1145/3287560.3287570,10.1145/3523227.3546780
10.1145/3287560.3287570,10.1145/3507870.3507872
10.1145/3287560.3287570,10.1145/3507870.3507871
10.1145/3287560.3287570,10.1145/3531146.3534633
10.1145/3287560.3287570,10.1145/3531146.3533238
10.1145/3287560.3287570,10.1145/3503624
10.1145/3287560.3287570,10.5555/3535850.3536039
10.1145/3287560.3287570,10.1145/3517127
10.1145/3287560.3287570,10.1145/3512325
10.1145/3287560.3287570,10.1145/3512297
10.1145/3287560.3287570,10.1145/3511660
10.1145/3287560.3287570,10.1016/j.ipm.2021.102707
10.1145/3287560.3287570,10.1007/978-3-031-20614-6_8
10.1145/3287560.3287570,10.1007/978-3-031-19214-2_25
10.1145/3287560.3287570,10.1016/j.ipm.2021.102711
10.1145/3287560.3287570,10.1145/3450614.3461685
10.1145/3287560.3287570,10.1145/3442188.3445912
10.1145/3287560.3287570,10.1007/s00146-021-01154-8
10.1145/3287560.3287570,10.1007/978-3-030-81907-1_8
10.1145/3287560.3287570,10.1007/s00146-020-00950-y
10.1145/3287560.3287570,10.1145/3415208
10.1145/3287560.3287570,10.1145/3415197
10.1145/3287560.3287570,10.14778/3407790.3407855
10.1145/3287560.3287570,10.1145/3371158.3371234
10.1145/3287560.3287570,10.1109/ACCESS.2020.3035714
10.1145/3287560.3287570,10.1007/978-3-030-52485-2_1
10.1145/3287560.3287570,10.1007/978-3-030-29145-7_1
10.1145/3287560.3287570,10.1145/3372300.3372302
10.1145/3287560.3287570,10.1145/3359274
10.1145/3287560.3287570,10.1145/3292500.3330793
10.1145/3287560.3287570,10.1007/978-3-030-15719-7_23
10.1145/3287560.3287570,10.2139/ssrn.4109857
10.1145/3287560.3287570,10.2139/ssrn.3662302
10.1145/3287560.3287581,10.1016/j.osnem.2023.100249
10.1145/3287560.3287581,10.1007/978-3-031-24628-9_31
10.1145/3287560.3287581,10.1145/3555128
10.1145/3287560.3287581,10.1109/TCSS.2021.3096038
10.1145/3287560.3287581,10.2196/33827
10.1145/3287560.3287581,10.1145/3512975
10.1145/3287560.3287581,10.1145/3471621.3471860
10.1145/3287560.3287581,10.1145/3460083
10.1145/3287560.3287581,10.1145/3442381.3450121
10.1145/3287560.3287581,10.37016/mr-2020-53
10.1145/3287560.3287581,10.1145/3415164
10.1145/3287560.3287581,10.1109/TCSS.2019.2920000
10.1145/3287560.3287581,10.1145/3289600.3291009
10.1145/3287560.3287580,10.1177/00223433231225814
10.1145/3287560.3287580,10.1007/978-3-031-41264-6_3
10.1145/3287560.3287580,10.3145/epi.2023.sep.23
10.1145/3287560.3287580,10.1080/15377857.2023.2221935
10.1145/3287560.3287580,10.1016/j.asej.2023.102166
10.1145/3287560.3287580,10.1108/EMJB-12-2021-0196
10.1145/3287560.3287580,10.1080/15252019.2023.2173991
10.1145/3287560.3287580,10.1177/17456916221098036
10.1145/3287560.3287580,10.1145/3578503.3583598
10.1145/3287560.3287580,10.1145/3543507.3583875
10.1145/3287560.3287580,10.1145/3543507.3583425
10.1145/3287560.3287580,10.1177/14614448211014355
10.1145/3287560.3287580,10.1007/978-3-031-24628-9_31
10.1145/3287560.3287580,10.1016/j.ijcci.2022.100539
10.1145/3287560.3287580,10.1007/s13278-022-00883-y
10.1145/3287560.3287580,10.1145/3555103
10.1145/3287560.3287580,10.1145/3539637.3557935
10.1145/3287560.3287580,10.1145/3517745.3561460
10.1145/3287560.3287580,10.1080/19331681.2021.2016542
10.1145/3287560.3287580,10.1016/j.jpubeco.2022.104735
10.1145/3287560.3287580,10.1093/oxfordhb/9780197510636.013.5
10.1145/3287560.3287580,10.1177/10776990221110113
10.1145/3287560.3287580,10.1145/3511095.3536376
10.1145/3287560.3287580,10.15581/003.35.3.33-49
10.1145/3287560.3287580,10.1145/3512965
10.1145/3287560.3287580,10.1080/10584609.2021.1978021
10.1145/3287560.3287580,10.1007/978-3-031-19097-1_16
10.1145/3287560.3287580,10.1145/3466725.3466728
10.1145/3287560.3287580,10.1093/ntr/ntab111
10.1145/3287560.3287580,10.1057/s41599-021-00787-w
10.1145/3287560.3287580,10.1145/3411764.3445459
10.1145/3287560.3287580,10.1145/3411764.3445394
10.1145/3287560.3287580,10.1145/3442381.3450049
10.1145/3287560.3287580,10.1145/3437963.3441801
10.1145/3287560.3287580,10.1145/3442188.3445910
10.1145/3287560.3287580,10.2200/S01056ED1V01Y202009SPT024
10.1145/3287560.3287580,10.1177/2631787720977052
10.1145/3287560.3287580,10.1080/19331681.2020.1805388
10.1145/3287560.3287580,10.1145/3400806.3400820
10.1145/3287560.3287580,10.1145/3394231.3397923
10.1145/3287560.3287580,10.1109/ICALT49669.2020.00058
10.1145/3287560.3287580,10.1007/s00146-020-00981-5
10.1145/3287560.3287580,10.1145/3366423.3380082
10.1145/3287560.3287580,10.1177/1367877920912257
10.1145/3287560.3287580,10.1007/978-3-030-60975-7_4
10.1145/3287560.3287580,10.1007/978-3-030-36687-2_31
10.1145/3287560.3287580,10.1145/3308558.3313688
10.1145/3287560.3287580,10.2139/ssrn.4003867
10.1145/3287560.3287580,10.2139/ssrn.3968525
10.1145/3287560.3287583,10.1145/3643709
10.1145/3287560.3287583,10.1007/s11257-023-09366-x
10.1145/3287560.3287583,10.1002/9781119853923.ch6
10.1145/3287560.3287583,10.1145/3604915.3608805
10.1145/3287560.3287583,10.1145/3565472.3595619
10.1145/3287560.3287583,10.1145/3527152
10.1145/3287560.3287583,10.1145/3544548.3580644
10.1145/3287560.3287583,10.1080/23808985.2022.2142149
10.1145/3287560.3287583,10.1080/21670811.2022.2097101
10.1145/3287560.3287583,10.1145/3511047.3538028
10.1145/3287560.3287583,10.1145/3511047.3536414
10.1145/3287560.3287583,10.1145/3531146.3533238
10.1145/3287560.3287583,10.1145/3531146.3533118
10.1145/3287560.3287583,10.1145/3527546.3527559
10.1145/3287560.3287583,10.1007/s12652-020-02736-y
10.1145/3287560.3287583,10.1145/3460231.3478849
10.1145/3287560.3287583,10.1145/3442188.3445904
10.1145/3287560.3287583,10.5555/3524938.3525586
10.1145/3287560.3287583,10.5555/3524938.3525142
10.1145/3287560.3287583,10.1145/3372923.3404812
10.1145/3287560.3287583,10.1145/3351095.3372874
10.1145/3287560.3287601,10.1145/3616855.3635819
10.1145/3287560.3287601,10.1002/widm.1512
10.1145/3287560.3287601,10.1145/3604915.3608799
10.1145/3287560.3287601,10.24963/ijcai.2023/46
10.1145/3287560.3287601,10.1145/3578337.3605132
10.1145/3287560.3287601,10.1145/3600211.3604671
10.1145/3287560.3287601,10.1080/15205436.2022.2095917
10.1145/3287560.3287601,10.1145/3544548.3580644
10.1145/3287560.3287601,10.1080/20430795.2021.1874212
10.1145/3287560.3287601,10.1108/S1548-643520230000020004
10.1145/3287560.3287601,10.1145/3539597.3570442
10.1145/3287560.3287601,10.1007/s41109-022-00530-7
10.1145/3287560.3287601,10.1016/B978-0-08-101987-0.00006-0
10.1145/3287560.3287601,10.1007/s10618-022-00875-8
10.1145/3287560.3287601,10.1002/asi.24648
10.1145/3287560.3287601,10.1145/3523227.3546782
10.1145/3287560.3287601,10.1145/3523227.3546771
10.1145/3287560.3287601,10.1145/3534678.3539073
10.1145/3287560.3287601,10.1177/00222437211056090
10.1145/3287560.3287601,10.1145/3477495.3531973
10.1145/3287560.3287601,10.1016/j.eswa.2022.116669
10.1145/3287560.3287601,10.1145/3531146.3534626
10.1145/3287560.3287601,10.1145/3531146.3533079
10.1145/3287560.3287601,10.5555/3535850.3535979
10.1145/3287560.3287601,10.5555/3535850.3535910
10.1145/3287560.3287601,10.1145/3488560.3498487
10.1145/3287560.3287601,10.1007/s43681-021-00107-7
10.1145/3287560.3287601,10.1007/978-3-031-21743-2_53
10.1145/3287560.3287601,10.1145/3459637.3483280
10.1145/3287560.3287601,10.1145/3460231.3473895
10.1145/3287560.3287601,10.1145/3404835.3462807
10.1145/3287560.3287601,10.1145/3437963.3441824
10.1145/3287560.3287601,10.1145/3442188.3445912
10.1145/3287560.3287601,10.1007/s43546-020-00027-4
10.1145/3287560.3287601,10.1057/s42984-020-00012-z
10.1145/3287560.3287601,10.1145/3415163
10.1145/3287560.3287601,10.1145/3383313.3411545
10.1145/3287560.3287601,10.1145/3351095.3372858
10.1145/3287560.3287601,10.1016/j.ipm.2019.102138
10.1145/3287560.3287601,10.5555/3454287.3454969
10.1145/3287560.3287601,10.3233/AIC-180606
10.1145/3287560.3287601,10.2139/ssrn.4123356
10.1145/3287560.3287601,10.2139/ssrn.3648545
10.1145/3287560.3287601,10.2139/ssrn.3647373
10.1145/3287560.3287601,10.2139/ssrn.3542382
10.1145/3287560.3287571,10.1177/10591478231225176
10.1145/3287560.3287571,10.1080/01621459.2022.2110878
10.1145/3287560.3287571,10.1145/3597199
10.1145/3287560.3287571,10.1145/3617694.3623262
10.1145/3287560.3287571,10.1145/3617694.3623227
10.1145/3287560.3287571,10.1007/s10618-023-00928-6
10.1145/3287560.3287571,10.1371/journal.pone.0287776
10.1145/3287560.3287571,10.1145/3593013.3594028
10.1145/3287560.3287571,10.5555/3545946.3598726
10.1145/3287560.3287571,10.1007/s00146-023-01676-3
10.1145/3287560.3287571,10.1145/3494672
10.1145/3287560.3287571,10.1016/j.neucom.2022.09.129
10.1145/3287560.3287571,10.1007/s10618-022-00854-z
10.1145/3287560.3287571,10.1145/3511808.3557178
10.1145/3287560.3287571,10.1145/3551624.3555296
10.1145/3287560.3287571,10.1145/3519420
10.1145/3287560.3287571,10.1080/01621459.2022.2110876
10.1145/3287560.3287571,10.1145/3514094.3534172
10.1145/3287560.3287571,10.1145/3502867
10.1145/3287560.3287571,10.1007/s13347-021-00495-y
10.1145/3287560.3287571,10.1016/j.energy.2021.122273
10.1145/3287560.3287571,10.1007/978-3-030-74753-4_10
10.1145/3287560.3287571,10.1145/3465456.3467646
10.1145/3287560.3287571,10.1007/978-3-030-89657-7_11
10.1145/3287560.3287571,10.1287/educ.2020.0215
10.1145/3287560.3287571,10.1145/3375627.3375823
10.1145/3287560.3287571,10.1145/3351095.3372878
10.1145/3287560.3287571,10.1145/3351095.3372847
10.1145/3287560.3287571,10.1145/3351095.3372842
10.1145/3287560.3287571,10.1007/s00146-019-00927-6
10.1145/3287560.3287571,10.5555/3454287.3455700
10.1145/3287560.3287571,10.5555/3454287.3455468
10.1145/3287560.3287571,10.5555/3367032.3367047
10.1145/3287560.3287571,10.1007/978-3-030-02272-3_1
10.1145/3287560.3287582,10.1145/3617694.3623229
10.1145/3287560.3287582,10.24963/ijcai.2023/778
10.1145/3287560.3287582,10.24963/ijcai.2023/305
10.1145/3287560.3287582,10.5555/3545946.3598632
10.1145/3287560.3287582,10.1007/s10618-022-00854-z
10.1145/3287560.3287582,10.1145/3551624.3555286
10.1145/3287560.3287582,10.5555/3535850.3535918
10.1145/3287560.3287582,10.1016/j.ins.2021.11.059
10.1145/3287560.3287582,10.1287/moor.2020.1062
10.1145/3287560.3287582,10.1007/978-3-030-85947-3_16
10.1145/3287560.3287582,10.1287/educ.2020.0215
10.1145/3287560.3287582,10.5555/3398761.3398793
10.1145/3287560.3287582,10.1007/s10458-020-09444-z
10.1145/3287560.3287584,10.1007/s43681-024-00437-2
10.1145/3287560.3287584,10.1007/s13347-023-00679-8
10.1145/3287560.3287584,10.1371/journal.pone.0297271
10.1145/3287560.3287584,10.1145/3599974
10.1145/3287560.3287584,10.1145/3597199
10.1145/3287560.3287584,10.1017/S0266267123000342
10.1145/3287560.3287584,10.1145/3594739.3610676
10.1145/3287560.3287584,10.1007/s43681-023-00341-1
10.1145/3287560.3287584,10.1109/CIBCB56990.2023.10264913
10.1145/3287560.3287584,10.1007/s43681-023-00326-0
10.1145/3287560.3287584,10.3233/IDA-226898
10.1145/3287560.3287584,10.1007/s11098-023-02004-7
10.1145/3287560.3287584,10.1007/s10479-023-05264-y
10.1145/3287560.3287584,10.1145/3533379
10.1145/3287560.3287584,10.1145/3593013.3594058
10.1145/3287560.3287584,10.1007/s11158-023-09586-3
10.1145/3287560.3287584,10.1007/s11158-022-09561-4
10.1145/3287560.3287584,10.1007/s10994-023-06331-y
10.1145/3287560.3287584,10.3389/frai.2023.1099407
10.1145/3287560.3287584,10.1177/10775587221098831
10.1145/3287560.3287584,10.1145/3581641.3584050
10.1145/3287560.3287584,10.1007/s43681-022-00183-3
10.1145/3287560.3287584,10.1007/978-3-031-26438-2_17
10.1145/3287560.3287584,10.1007/s10618-022-00854-z
10.1145/3287560.3287584,10.3389/fsoc.2022.883999
10.1145/3287560.3287584,10.1145/3551624.3555303
10.1145/3287560.3287584,10.1145/3519420
10.1145/3287560.3287584,10.1145/3535508.3545516
